obj_1,obj_2,obj_3,obj_4,odd,reason_for_similarity,valid
Pau Gasol,Jonas Valanciunas,Brook Lopez,Marc Gasol,Jonas Valanciunas,The others are brothers,no
Brandon Ingram,Jabari Parker,Andrew Wiggins,Julius Randle,Brandon Ingram,The others are top draft picks,no
Brandon Jennings,Malcolm Brogdon,Michael Carter-Williams,Tyreke Evans,Malcolm Brogdon,The others are Rookie of the Year winners,no
Rudy Gobert,Andre Drummond,DeAndre Jordan,Dwight Howard,Rudy Gobert,The others are double-double machines,no
Donovan Mitchell,Jayson Tatum,Trae Young,Luka Doncic,Jayson Tatum,The others are 2018 draft class,no
Chris Paul,Stephen Curry,Kevin Durant,LeBron James,Chris Paul,The others are MVP winners,no
Kawhi Leonard,Klay Thompson,Jimmy Butler,Paul George,Klay Thompson,The others are All-Stars,no
Damian Lillard,James Harden,Anthony Davis,Russell Westbrook,Anthony Davis,The others are guards,no
Blake Griffin,DeMarcus Cousins,Rudy Gobert,Karl-Anthony Towns,Rudy Gobert,The others are All-Stars,no
Tim Duncan,Kevin Garnett,Dirk Nowitzki,Carmelo Anthony,Carmelo Anthony,The others are power forwards,yes
Ray Allen,Chris Bosh,Rajon Rondo,Dwyane Wade,Rajon Rondo,The others are Heat players,no
Kyrie Irving,Derrick Rose,Eric Bledsoe,John Wall,Eric Bledsoe,The others are All-Stars,no
Giannis Antetokounmpo,Joel Embiid,Nikola Jokic,DeAndre Jordan,DeAndre Jordan,The others are MVP candidates,no
Marc Gasol,Paul Millsap,Andre Drummond,Al Horford,Andre Drummond,The others are All-Stars,no
DeMar DeRozan,LaMarcus Aldridge,Victor Oladipo,Gordon Hayward,LaMarcus Aldridge,The others are guards,no
Jonas Valanciunas,Kyle Lowry,Serge Ibaka,DeMar DeRozan,Serge Ibaka,The others are Raptors,no
Klay Thompson,Draymond Green,Andrew Bogut,Harrison Barnes,Andrew Bogut,The others are Warriors,no
Chris Paul,Blake Griffin,DeAndre Jordan,J.J. Redick,J.J. Redick,The others are Clippers,no
Al Horford,Jayson Tatum,Gordon Hayward,Kyrie Irving,Jayson Tatum,The others are Celtics,no
Jusuf Nurkic,C.J. McCollum,Damian Lillard,Enes Kanter,Enes Kanter,The others are Blazers,no
Russell Westbrook,Steven Adams,Kevin Durant,Serge Ibaka,Steven Adams,The others are Thunder,no
Rudy Gay,Buddy Hield,DeMarcus Cousins,Rajon Rondo,Buddy Hield,The others are Kings,no
Jeff Teague,Andrew Wiggins,Jimmy Butler,Karl-Anthony Towns,Jeff Teague,The others are Timberwolves,no
Zach Randolph,Marc Gasol,JaMychal Green,Mike Conley,JaMychal Green,The others are Grizzlies,no
Danny Green,Kawhi Leonard,LaMarcus Aldridge,Tony Parker,LaMarcus Aldridge,The others are Spurs,no
DeMarcus Cousins,Jrue Holiday,Rajon Rondo,Anthony Davis,Rajon Rondo,The others are Pelicans,no
Chris Bosh,Mario Chalmers,Michael Beasley,Udonis Haslem,Michael Beasley,The others are Heat,no
Marcin Gortat,Otto Porter Jr.,Bradley Beal,John Wall,Marcin Gortat,The others are Wizards,no
Matthew Dellavedova,Tristan Thompson,Kevin Love,J.R. Smith,Matthew Dellavedova,The others are Cavaliers,no
Brook Lopez,Deron Williams,Joe Johnson,Thaddeus Young,Thaddeus Young,The others are Nets,no
Kemba Walker,Al Jefferson,Marvin Williams,Nicolas Batum,Marvin Williams,The others are Hornets,no
Devin Booker,Deandre Ayton,Eric Bledsoe,T.J. Warren,Deandre Ayton,The others are guards,no
JaVale McGee,Andre Iguodala,David West,Shaun Livingston,JaVale McGee,The others are Warriors,no
Thaddeus Young,Myles Turner,Domantas Sabonis,Victor Oladipo,Thaddeus Young,The others are Pacers,no
Tobias Harris,Boban Marjanovic,Montrezl Harrell,Avery Bradley,Avery Bradley,The others are Clippers,no
Kevin Durant,Chris Paul,Stephen Curry,LeBron James,Chris Paul,The others are MVP winners,no
James Harden,Russell Westbrook,Derrick Rose,Blake Griffin,Blake Griffin,The others are MVP winners,yes
Anthony Davis,Kawhi Leonard,Paul George,DeMarcus Cousins,DeMarcus Cousins,The others are All-NBA 1st Team,no
Dirk Nowitzki,Tony Parker,Carmelo Anthony,Dwyane Wade,Tony Parker,The others are scoring leaders,no
Gordon Hayward,Damian Lillard,Kyrie Irving,Klay Thompson,Gordon Hayward,The others are NBA champions,no
Rudy Gobert,Karl-Anthony Towns,Draymond Green,Giannis Antetokounmpo,Karl-Anthony Towns,The others are Defensive Players of the Year,no
DeAndre Jordan,Kevin Love,Chris Bosh,LaMarcus Aldridge,DeAndre Jordan,The others are power forwards,no
Rajon Rondo,DeMar DeRozan,Bradley Beal,Jimmy Butler,Rajon Rondo,The others are shooting guards,no
Marc Gasol,Nikola Jokic,Al Horford,Andre Drummond,Andre Drummond,The others are All-Stars,no
Eric Bledsoe,Mike Conley,Kyle Lowry,John Wall,Eric Bledsoe,The others are All-Stars,no
Tim Duncan,Kobe Bryant,Kevin Garnett,Manu Ginobili,Manu Ginobili,The others are MVP winners,yes
Deron Williams,Rajon Rondo,Chris Paul,Steve Nash,Rajon Rondo,The others are All-NBA 1st Team,yes
Al Jefferson,Paul Millsap,Serge Ibaka,Zach Randolph,Serge Ibaka,The others are All-Stars,no
Greg Monroe,Roy Hibbert,Tyson Chandler,Joakim Noah,Greg Monroe,The others are Defensive Players of the Year,no
Andrew Bynum,Brandon Roy,Monta Ellis,Joe Johnson,Joe Johnson,The others are All-Stars,no
Gerald Wallace,Shawn Marion,Andre Iguodala,Luol Deng,Gerald Wallace,The others are All-Stars,no
Nene,David West,Andrew Bogut,Brook Lopez,Nene,The others are All-Stars,no
Goran Dragic,Jrue Holiday,Michael Conley,Jeff Teague,Michael Conley,The others are All-Stars,no
Victor Oladipo,Harrison Barnes,Aaron Gordon,Zach LaVine,Harrison Barnes,The others are Slam Dunk Contest participants,yes
J.J. Redick,Kyle Korver,Joe Harris,Danny Green,Joe Harris,The others are 3-Point Contest participants,no
Clint Capela,Hassan Whiteside,Rudy Gobert,Andre Drummond,Rudy Gobert,The others are rebounding leaders,no
Kevin Durant,Paul George,Rudy Gay,Carmelo Anthony,Rudy Gay,The others are scoring leaders,yes
Dwight Howard,LaMarcus Aldridge,Kevin Love,Blake Griffin,Dwight Howard,The others are power forwards,no
Kemba Walker,Ricky Rubio,Rajon Rondo,Kyle Lowry,Kemba Walker,The others are assist leaders,no
Thaddeus Young,Nikola Vucevic,Kenneth Faried,Derrick Favors,Nikola Vucevic,The others are power forwards,no
J.R. Smith,Eric Gordon,Lou Williams,Jamal Crawford,J.R. Smith,The others are Sixth Man of the Year winners,yes
Jimmy Butler,DeMar DeRozan,C.J. McCollum,Klay Thompson,C.J. McCollum,The others are All-Stars,yes
Paul Millsap,DeMarcus Cousins,Al Horford,Nikola Vucevic,Nikola Vucevic,The others are multiple-time All-Stars,no
Marc Gasol,Nikola Jokic,Serge Ibaka,Pau Gasol,Serge Ibaka,The others are All-NBA Team members,yes
David Lee,Harrison Barnes,Draymond Green,Andre Iguodala,Harrison Barnes,The others are NBA champions,no
Kawhi Leonard,LeBron James,Stephen Curry,Kevin Durant,Kawhi Leonard,The others are MVP winners,yes
Derrick Rose,Damian Lillard,Chris Paul,Russell Westbrook,Derrick Rose,The others are 2010s All-Stars,no
Kevin Garnett,Dirk Nowitzki,Anthony Davis,Tim Duncan,Anthony Davis,The others are 2010s champions,no
Klay Thompson,Paul George,James Harden,Kyrie Irving,Klay Thompson,The others are primary scorers,no
Dwyane Wade,Chris Bosh,Manu Ginobili,Tony Parker,Chris Bosh,The others are guards,no
DeAndre Jordan,LaMarcus Aldridge,DeMarcus Cousins,Blake Griffin,DeAndre Jordan,The others are primary scorers,no
Andre Iguodala,DeMar DeRozan,Draymond Green,Klay Thompson,DeMar DeRozan,The others are Warriors,no
Pau Gasol,Kevin Love,Al Horford,Marc Gasol,Pau Gasol,The others are 2010s All-Stars,no
Chris Paul,Giannis Antetokounmpo,Paul George,Kawhi Leonard,Chris Paul,The others are forwards,no
Kyle Lowry,Ricky Rubio,Rajon Rondo,Jrue Holiday,Ricky Rubio,The others are NBA champions,no
Vince Carter,Paul Pierce,Tracy McGrady,Carmelo Anthony,Tracy McGrady,The others played in the 2010s,no
Tyson Chandler,Dwight Howard,Joakim Noah,DeAndre Jordan,DeAndre Jordan,The others are Defensive Players of the Year,no
Jimmy Butler,DeMar DeRozan,Klay Thompson,Damian Lillard,Klay Thompson,The others are primary scorers,no
Rudy Gobert,DeAndre Jordan,Hassan Whiteside,Marc Gasol,Marc Gasol,The others are primarily known for defense,no
Kemba Walker,John Wall,Eric Bledsoe,Kyrie Irving,Eric Bledsoe,The others are All-Stars,no
Joel Embiid,Rudy Gobert,Karl-Anthony Towns,Nikola Jokic,Rudy Gobert,The others are primary scorers,no
Serge Ibaka,LaMarcus Aldridge,Kevin Love,Chris Bosh,Serge Ibaka,The others are primary scorers,no
James Harden,Kevin Durant,Russell Westbrook,Chris Paul,Chris Paul,The others are former teammates,no
Mike Conley,Kyle Lowry,Rajon Rondo,Tony Parker,Mike Conley,The others are NBA champions,no
Trae Young,Ben Simmons,Luka Doncic,Donovan Mitchell,Ben Simmons,The others are primary scorers,no
Jayson Tatum,Devin Booker,Gordon Hayward,Jaylen Brown,Devin Booker,The others are Celtics,no
Anthony Davis,Rudy Gobert,Karl-Anthony Towns,DeMarcus Cousins,Rudy Gobert,The others are primary scorers,no
LaMarcus Aldridge,Kevin Love,Andre Drummond,Blake Griffin,Andre Drummond,The others are primary scorers,no
Al Horford,Paul Millsap,Serge Ibaka,Nikola Jokic,Nikola Jokic,The others are known for defense,no
DeMar DeRozan,Jimmy Butler,Klay Thompson,Gordon Hayward,Gordon Hayward,The others are primary scorers,no
John Wall,Chris Paul,Derrick Rose,Russell Westbrook,Derrick Rose,The others are 2010s All-Stars,no
Jimmy Butler,Damian Lillard,Paul George,Kawhi Leonard,Damian Lillard,The others are forwards,no
Serge Ibaka,Joakim Noah,Pau Gasol,Marc Gasol,Pau Gasol,The others are primarily known for defense,no
LeBron James,Kevin Durant,Giannis Antetokounmpo,Anthony Davis,Anthony Davis,The others are MVP winners,no
Kevin Love,Klay Thompson,Draymond Green,Andre Iguodala,Kevin Love,The others are Warriors,no
Kawhi Leonard,Russell Westbrook,LeBron James,Kevin Durant,Russell Westbrook,The others are forwards,no
Damian Lillard,James Harden,Stephen Curry,Klay Thompson,Klay Thompson,The others are point guards,no
Derrick Rose,DeMarcus Cousins,Tony Parker,Chris Paul,DeMarcus Cousins,The others are point guards,yes
Anthony Davis,Joel Embiid,Nikola Jokic,Giannis Antetokounmpo,Anthony Davis,The others are centers,no
Paul George,Draymond Green,Jimmy Butler,Klay Thompson,Draymond Green,The others are shooting guards,no
Carmelo Anthony,Dirk Nowitzki,Dwyane Wade,Kevin Garnett,Dwyane Wade,The others are forwards,no
Kevin Love,Rudy Gobert,Blake Griffin,LaMarcus Aldridge,Rudy Gobert,The others are power forwards,no
Hassan Whiteside,Andre Drummond,DeAndre Jordan,Al Horford,Al Horford,The others are centers,no
Chris Bosh,Damian Lillard,John Wall,Kyrie Irving,Chris Bosh,The others are point guards,no
Marc Gasol,Pau Gasol,Serge Ibaka,Rudy Gay,Rudy Gay,The others are international,no
Rajon Rondo,Gordon Hayward,Kyle Lowry,Mike Conley,Gordon Hayward,The others are point guards,no
Kyle Korver,Joe Johnson,Paul Millsap,J.J. Redick,Paul Millsap,The others are shooting guards,no
Paul George,Brook Lopez,Al Jefferson,Roy Hibbert,Paul George,The others are centers,no
Vince Carter,Richard Jefferson,Brandon Roy,Tracy McGrady,Richard Jefferson,The others are All-Stars,no
David West,Carlos Boozer,Zach Randolph,DeMar DeRozan,DeMar DeRozan,The others are power forwards,no
Jason Terry,Manu Ginobili,Tony Allen,Ray Allen,Tony Allen,The others are 6th Man of the Year,no
Dirk Nowitzki,Chris Paul,Kevin Garnett,Tim Duncan,Chris Paul,The others are power forwards,yes
Steve Nash,Chauncey Billups,Jason Kidd,Paul Pierce,Paul Pierce,The others are point guards,yes
Rudy Gay,Al Horford,DeMar DeRozan,Paul George,Al Horford,The others are small forwards,no
Jamal Crawford,Lou Williams,Eric Gordon,Monta Ellis,Monta Ellis,The others are 6th Man of the Year,no
O.J. Mayo,Michael Beasley,Derrick Rose,Tyreke Evans,Derrick Rose,The others are Rookie of the Year,no
Ricky Rubio,Serge Ibaka,Rajon Rondo,John Wall,Serge Ibaka,The others are point guards,no
Joakim Noah,Tyson Chandler,Andre Iguodala,Roy Hibbert,Andre Iguodala,The others are centers,no
Eric Bledsoe,Ty Lawson,Brandon Jennings,Jrue Holiday,Jrue Holiday,The others are not All-Stars,no
Jimmy Butler,Gordon Hayward,Andrew Wiggins,DeMar DeRozan,Andrew Wiggins,The others are All-Stars,yes
Jimmy Butler,Paul George,Blake Griffin,Kawhi Leonard,Blake Griffin,The others are small forwards,no
Chris Bosh,Kevin Love,Dwight Howard,Pau Gasol,Dwight Howard,The others are power forwards,no
Kemba Walker,Enes Kanter,Tristan Thompson,Derrick Favors,Kemba Walker,The others are power forwards,no
Iman Shumpert,Danny Green,Andre Iguodala,Khris Middleton,Khris Middleton,The others are role players,no
Chris Paul,Luol Deng,Nicolas Batum,Trevor Ariza,Chris Paul,The others are small forwards,no
Kevin Durant,Stephen Curry,Anthony Davis,LeBron James,Stephen Curry,The others are forwards,no
James Harden,Russell Westbrook,Chris Paul,Damian Lillard,Damian Lillard,The others are MVPs,no
Ben Simmons,Donovan Mitchell,Devin Booker,Jayson Tatum,Ben Simmons,The others are scorers,yes
Kawhi Leonard,Giannis Antetokounmpo,Nikola Jokic,Paul George,Nikola Jokic,The others are forwards,no
Rudy Gobert,Joel Embiid,Bam Adebayo,Jimmy Butler,Jimmy Butler,The others are centers,yes
CJ McCollum,Bradley Beal,Khris Middleton,Klay Thompson,Khris Middleton,The others are shooting guards,no
Trae Young,Zion Williamson,Ja Morant,Luka Doncic,Zion Williamson,The others are guards,yes
John Wall,Deandre Ayton,Lonzo Ball,De'Aaron Fox,Deandre Ayton,The others are point guards,yes
Tobias Harris,Pascal Siakam,Draymond Green,Julius Randle,Tobias Harris,The others are power forwards,no
Nikola Vucevic,Karl-Anthony Towns,Clint Capela,Jonas Valanciunas,Clint Capela,The others are centers,no
DeMar DeRozan,Derrick Rose,Kemba Walker,Kyrie Irving,DeMar DeRozan,The others are point guards,no
Brandon Ingram,Gordon Hayward,Andrew Wiggins,Kristaps Porzingis,Kristaps Porzingis,The others are small forwards,no
Fred VanVleet,Eric Bledsoe,Buddy Hield,Malcolm Brogdon,Buddy Hield,The others are point guards,no
Michael Porter Jr.,R.J. Barrett,LaMelo Ball,Tyrese Haliburton,Michael Porter Jr.,The others are guards,no
Montrezl Harrell,Serge Ibaka,Brook Lopez,Myles Turner,Montrezl Harrell,The others are shot blockers,no
Marcus Smart,Spencer Dinwiddie,Derrick White,Matisse Thybulle,Spencer Dinwiddie,The others are defenders,no
Lonzo Ball,Jrue Holiday,Patrick Beverley,De'Aaron Fox,De'Aaron Fox,The others are defenders,no
Clint Capela,Devin Booker,Donovan Mitchell,Zach LaVine,Clint Capela,The others are shooting guards,yes
Bam Adebayo,Jaren Jackson Jr.,Aaron Gordon,John Collins,Bam Adebayo,The others are power forwards,no
Jarrett Allen,Steven Adams,Mitchell Robinson,Jakob Poeltl,Steven Adams,The others are shot blockers,no
OG Anunoby,De'Andre Hunter,Mikal Bridges,Lauri Markkanen,Lauri Markkanen,The others are defenders,no
Duncan Robinson,Tyler Herro,Joe Harris,Malcolm Brogdon,Malcolm Brogdon,The others are shooters,yes
Chris Boucher,Nerlens Noel,Jonas Valanciunas,Hassan Whiteside,Jonas Valanciunas,The others are shot blockers,no
Collin Sexton,Terry Rozier,Deandre Ayton,D'Angelo Russell,Deandre Ayton,The others are guards,no
Josh Richardson,Gary Harris,De'Aaron Fox,Kentavious Caldwell-Pope,De'Aaron Fox,The others are defenders,no
Harrison Barnes,Andrew Wiggins,T.J. Warren,Nikola Jokic,Nikola Jokic,The others are forwards,no
Deandre Ayton,Royce O'Neale,Robert Covington,P.J. Tucker,Deandre Ayton,The others are defenders,no
Seth Curry,Devonte' Graham,Terry Rozier,Clint Capela,Clint Capela,The others are guards,no
Deandre Ayton,Thaddeus Young,Jeff Green,Jae Crowder,Deandre Ayton,The others are power forwards,no
Derrick Rose,Lou Williams,Deandre Ayton,Jordan Clarkson,Deandre Ayton,The others are sixth men,no
Giannis Antetokounmpo,Kevin Durant,Anthony Davis,LeBron James,Kevin Durant,The others are Lakers players,no
Stephen Curry,James Harden,Klay Thompson,Draymond Green,James Harden,The others are Warriors players,yes
Luka Dončić,Paul George,Kawhi Leonard,Lou Williams,Luka Dončić,The others are Clippers players,yes
Jimmy Butler,Jayson Tatum,Jaylen Brown,Marcus Smart,Jimmy Butler,The others are Celtics players,yes
Ben Simmons,Nikola Jokić,Joel Embiid,Tobias Harris,Nikola Jokić,The others are 76ers players,no
CJ McCollum,Damian Lillard,Donovan Mitchell,Jusuf Nurkić,Donovan Mitchell,The others are Trail Blazers players,no
Devin Booker,Zion Williamson,Brandon Ingram,Lonzo Ball,Devin Booker,The others are Pelicans players,no
Karl-Anthony Towns,Bradley Beal,D'Angelo Russell,Anthony Edwards,Bradley Beal,The others are Timberwolves players,yes
John Collins,Trae Young,De'Aaron Fox,Clint Capela,De'Aaron Fox,The others are Hawks players,yes
Duncan Robinson,Jaren Jackson Jr.,Tyler Herro,Bam Adebayo,Jaren Jackson Jr.,The others are Heat players,no
Rudy Gobert,DeMar DeRozan,Dejounte Murray,LaMarcus Aldridge,Rudy Gobert,The others are Spurs players,no
Mikal Bridges,Chris Paul,Ja Morant,Deandre Ayton,Ja Morant,The others are Suns players,no
Julius Randle,RJ Barrett,Mitchell Robinson,Zach LaVine,Zach LaVine,The others are Knicks players,no
Malcolm Brogdon,Domantas Sabonis,Khris Middleton,Myles Turner,Khris Middleton,The others are Pacers players,no
Fred VanVleet,Pascal Siakam,Gordon Hayward,OG Anunoby,Gordon Hayward,The others are Raptors players,yes
Nikola Vučević,Aaron Gordon,Evan Fournier,John Wall,John Wall,The others are Magic players,no
Christian Wood,Harrison Barnes,Buddy Hield,De'Aaron Fox,Christian Wood,The others are Kings players,no
Kyle Lowry,Al Horford,Shai Gilgeous-Alexander,Luguentz Dort,Kyle Lowry,The others are Thunder players,no
Ja Morant,LaMelo Ball,Dillon Brooks,Jaren Jackson Jr.,LaMelo Ball,The others are Grizzlies players,yes
Russell Westbrook,Bradley Beal,Davis Bertans,Collin Sexton,Collin Sexton,The others are Wizards players,no
Zach LaVine,Coby White,Julius Randle,Lauri Markkanen,Julius Randle,The others are Bulls players,no
Darius Garland,Kevin Love,DeMar DeRozan,Collin Sexton,DeMar DeRozan,The others are Cavaliers players,yes
Will Barton,Jamal Murray,Michael Porter Jr.,Kristaps Porziņģis,Kristaps Porziņģis,The others are Nuggets players,yes
Kristaps Porziņģis,Tim Hardaway Jr.,Luka Dončić,Deandre Ayton,Deandre Ayton,The others are Mavericks players,no
Buddy Hield,Marvin Bagley III,Damian Lillard,De'Aaron Fox,Damian Lillard,The others are Kings players,no
Joe Harris,James Harden,Kyrie Irving,Brandon Ingram,Brandon Ingram,The others are Nets players,no
Jaylen Brown,Jayson Tatum,Bam Adebayo,Kemba Walker,Bam Adebayo,The others are Celtics players,yes
Mike Conley,Zion Williamson,Rudy Gobert,Donovan Mitchell,Zion Williamson,The others are Jazz players,no
Karl-Anthony Towns,Ja Morant,D'Angelo Russell,Anthony Edwards,Ja Morant,The others are Timberwolves players,no
Trae Young,Jayson Tatum,Kevin Huerter,Clint Capela,Jayson Tatum,The others are Hawks players,no
Kevin Durant,Jimmy Butler,LeBron James,Kawhi Leonard,Jimmy Butler,The others are NBA champions,no
Luka Dončić,Chris Paul,James Harden,Giannis Antetokounmpo,Chris Paul,The others are MVP winners,no
Draymond Green,Damian Lillard,Klay Thompson,Stephen Curry,Damian Lillard,The others are Warriors,yes
Joel Embiid,Rudy Gobert,Karl-Anthony Towns,Anthony Davis,Joel Embiid,The others are shot blockers,no
Jaylen Brown,Devin Booker,Gordon Hayward,Jayson Tatum,Devin Booker,The others are Celtics,no
Russell Westbrook,Ben Simmons,Trae Young,Ja Morant,Trae Young,The others are triple-doubles,no
Deandre Ayton,Bam Adebayo,Domantas Sabonis,Nikola Jokić,Deandre Ayton,The others are centers,no
Khris Middleton,Paul George,Brandon Ingram,Zion Williamson,Zion Williamson,The others are All-Stars,yes
Kyle Lowry,Donovan Mitchell,Bradley Beal,Zach LaVine,Kyle Lowry,The others are shooting guards,no
Kristaps Porziņģis,Pascal Siakam,Julius Randle,DeMar DeRozan,DeMar DeRozan,The others are power forwards,no
D'Angelo Russell,Malcolm Brogdon,Shai Gilgeous-Alexander,De'Aaron Fox,D'Angelo Russell,The others are point guards,no
Fred VanVleet,Bogdan Bogdanović,CJ McCollum,Buddy Hield,Fred VanVleet,The others are shooting guards,no
Mitchell Robinson,Steven Adams,Myles Turner,Clint Capela,Steven Adams,The others are shot blockers,no
Jae Crowder,John Collins,Jaren Jackson Jr.,Lauri Markkanen,Jae Crowder,The others are power forwards,no
Collin Sexton,Terry Rozier,Devonte' Graham,Eric Bledsoe,Eric Bledsoe,The others are point guards,no
Montrezl Harrell,Jarrett Allen,Wendell Carter Jr.,Thomas Bryant,Montrezl Harrell,The others are centers,no
Tyler Herro,Michael Porter Jr.,Marcus Smart,RJ Barrett,Marcus Smart,The others are young stars,no
Lonnie Walker IV,Dennis Schröder,Dejounte Murray,Derrick White,Dennis Schröder,The others are Spurs,no
Joe Harris,Danny Green,Josh Richardson,Matisse Thybulle,Joe Harris,The others are 76ers,no
James Wiseman,Andrew Wiggins,Kelly Oubre Jr.,Kelly Olynyk,Kelly Olynyk,The others are Warriors,no
Jaren Jackson Jr.,Brandon Clarke,Dillon Brooks,Kyle Anderson,Jaren Jackson Jr.,The others are Grizzlies,no
De'Andre Hunter,Cam Reddish,De'Aaron Fox,Kevin Huerter,De'Aaron Fox,The others are Hawks,no
De'Aaron Fox,Buddy Hield,Marvin Bagley III,Harrison Barnes,De'Aaron Fox,The others are Kings,no
Christian Wood,Eric Gordon,PJ Tucker,Danuel House Jr.,Christian Wood,The others are Rockets,no
Royce O'Neale,Bojan Bogdanović,Joe Ingles,Rudy Gobert,Rudy Gobert,The others are forwards,no
Norman Powell,Fred VanVleet,OG Anunoby,Pascal Siakam,Pascal Siakam,The others are Raptors guards,no
Derrick Rose,Killian Hayes,Blake Griffin,Jerami Grant,Killian Hayes,The others are Pistons vets,yes
Jarrett Culver,D'Angelo Russell,Juancho Hernangómez,Malik Beasley,D'Angelo Russell,The others are Timberwolves,no
Dwight Powell,Dorian Finney-Smith,Tim Hardaway Jr.,Kristaps Porziņģis,Kristaps Porziņģis,The others are Mavericks,no
Patrick Beverley,Ivica Zubac,Kawhi Leonard,Lou Williams,Kawhi Leonard,The others are Clippers role players,no
James Harden,Stephen Curry,Kevin Durant,LeBron James,James Harden,The others are NBA MVP winners,no
Giannis Antetokounmpo,Nikola Jokic,Rudy Gobert,Joel Embiid,Rudy Gobert,The others are NBA All-Stars,no
Ja Morant,Trae Young,Luka Doncic,Zion Williamson,Zion Williamson,The others are point guards,no
Chris Paul,Klay Thompson,Damian Lillard,Kyrie Irving,Klay Thompson,The others are point guards,yes
Pascal Siakam,Karl-Anthony Towns,Bam Adebayo,Anthony Davis,Pascal Siakam,The others are centers,no
Kawhi Leonard,Devin Booker,Paul George,Jimmy Butler,Devin Booker,The others are small forwards,no
Donovan Mitchell,CJ McCollum,Bradley Beal,Jayson Tatum,Jayson Tatum,The others are shooting guards,no
John Wall,De'Aaron Fox,Russell Westbrook,Khris Middleton,Khris Middleton,The others are point guards,yes
Draymond Green,Ben Simmons,Jaren Jackson Jr.,Jaylen Brown,Jaylen Brown,The others are power forwards,no
Brandon Ingram,Gordon Hayward,DeMar DeRozan,LaMelo Ball,LaMelo Ball,The others are small forwards,no
Clint Capela,Julius Randle,Myles Turner,Deandre Ayton,Julius Randle,The others are centers,yes
Michael Porter Jr.,Tobias Harris,Harrison Barnes,Fred VanVleet,Fred VanVleet,The others are forwards,no
Kemba Walker,Kyle Lowry,Jarrett Allen,Derrick Rose,Jarrett Allen,The others are point guards,yes
Malcolm Brogdon,Steven Adams,Kristaps Porzingis,Jonas Valanciunas,Malcolm Brogdon,The others are centers,no
Jamal Murray,Domantas Sabonis,RJ Barrett,Shai Gilgeous-Alexander,Domantas Sabonis,The others are guards,no
Norman Powell,Patrick Beverley,Marcus Smart,Jrue Holiday,Norman Powell,The others are defensive specialists,yes
Spencer Dinwiddie,Serge Ibaka,Dwight Howard,Brook Lopez,Spencer Dinwiddie,The others are centers,no
Cole Anthony,Immanuel Quickley,Tyrese Haliburton,Deandre Ayton,Deandre Ayton,The others are rookies,no
Joe Harris,Buddy Hield,Duncan Robinson,John Collins,John Collins,The others are three-point shooters,no
Eric Bledsoe,Terry Rozier,Lonzo Ball,Robert Covington,Robert Covington,The others are point guards,no
OG Anunoby,Mikal Bridges,Jusuf Nurkic,Cam Reddish,Jusuf Nurkic,The others are small forwards,no
Kevin Huerter,Gary Trent Jr.,Tobias Harris,Seth Curry,Tobias Harris,The others are shooting guards,no
Mitchell Robinson,Jarrett Allen,Collin Sexton,Wendell Carter Jr.,Collin Sexton,The others are centers,no
Darius Bazley,Rui Hachimura,Derrick White,PJ Washington,Derrick White,The others are forwards,no
Evan Fournier,Bogdan Bogdanovic,Tim Hardaway Jr.,Deandre Ayton,Deandre Ayton,The others are shooting guards,no
Jae Crowder,Dorian Finney-Smith,Miles Bridges,Dejounte Murray,Dejounte Murray,The others are forwards,no
Jonas Valanciunas,Josh Richardson,Malik Beasley,Terrence Ross,Jonas Valanciunas,The others are shooting guards,no
Nerlens Noel,Jakob Poeltl,Lonzo Ball,Daniel Theis,Lonzo Ball,The others are centers,no
Kentavious Caldwell-Pope,Justin Holiday,Dillon Brooks,Nikola Vucevic,Nikola Vucevic,The others are shooting guards,no
Bam Adebayo,Tyrese Maxey,Monte Morris,Jalen Brunson,Bam Adebayo,The others are point guards,no
Kevin Durant,LeBron James,Stephen Curry,Kawhi Leonard,Stephen Curry,The others are forwards,no
Damian Lillard,Trae Young,Luka Dončić,James Harden,Luka Dončić,The others are primary scorers,no
Giannis Antetokounmpo,Nikola Jokić,Joel Embiid,Anthony Davis,Anthony Davis,The others are MVP winners,no
Jayson Tatum,Devin Booker,Ja Morant,Zion Williamson,Devin Booker,The others are top 3 draft picks,no
Karl-Anthony Towns,Clint Capela,Rudy Gobert,Bam Adebayo,Karl-Anthony Towns,The others are defensive specialists,no
Bradley Beal,CJ McCollum,Khris Middleton,Klay Thompson,Bradley Beal,The others are known for 3-point shooting,no
De'Aaron Fox,Chris Paul,Russell Westbrook,Kyle Lowry,De'Aaron Fox,The others are veteran point guards,no
Jimmy Butler,Draymond Green,Tobias Harris,Pascal Siakam,Jimmy Butler,The others are primarily power forwards,no
Andre Drummond,Deandre Ayton,Jonas Valančiūnas,Rudy Gobert,Rudy Gobert,The others are primarily offensive centers,no
Jaylen Brown,DeMar DeRozan,Brandon Ingram,Jaren Jackson Jr.,Jaren Jackson Jr.,The others are primarily small forwards,no
Donovan Mitchell,Kristaps Porziņģis,Zach LaVine,Tyler Herro,Kristaps Porziņģis,The others are shooting guards,no
Darius Garland,LaMelo Ball,Shai Gilgeous-Alexander,Ben Simmons,Ben Simmons,The others are young point guards,no
Domantas Sabonis,Bam Adebayo,John Collins,Julius Randle,Bam Adebayo,The others are known for their scoring,no
Fred VanVleet,Dennis Schröder,Terry Rozier,Jamal Murray,Jamal Murray,The others are primarily backup guards,no
