obj_1,obj_2,obj_3,obj_4,odd,reason_for_similarity,valid
Brook Lopez,Marc Gasol,Pau Gasol,Jonas Valanciunas,Jonas Valanciunas,The others are brothers,no
Andrew Wiggins,Jabari Parker,Julius Randle,Brandon Ingram,Brandon Ingram,The others are top draft picks,no
Tyreke Evans,Brandon Jennings,Michael Carter-Williams,Malcolm Brogdon,Malcolm Brogdon,The others are Rookie of the Year winners,no
Andre Drummond,DeAndre Jordan,Dwight Howard,Rudy Gobert,Rudy Gobert,The others are double-double machines,no
Luka Doncic,Trae Young,Jayson Tatum,Donovan Mitchell,Jayson Tatum,The others are 2018 draft class,no
LeBron James,Kevin Durant,Stephen Curry,Chris Paul,Chris Paul,The others are MVP winners,no
Paul George,Kawhi Leonard,Klay Thompson,Jimmy Butler,Klay Thompson,The others are All-Stars,no
James Harden,Russell Westbrook,Anthony Davis,Damian Lillard,Anthony Davis,The others are guards,no
Blake Griffin,DeMarcus Cousins,Karl-Anthony Towns,Rudy Gobert,Rudy Gobert,The others are All-Stars,no
Dirk Nowitzki,Tim Duncan,Kevin Garnett,Carmelo Anthony,Carmelo Anthony,The others are power forwards,yes
Dwyane Wade,Chris Bosh,Ray Allen,Rajon Rondo,Rajon Rondo,The others are Heat players,no
Derrick Rose,Kyrie Irving,John Wall,Eric Bledsoe,Eric Bledsoe,The others are All-Stars,no
Giannis Antetokounmpo,Nikola Jokic,Joel Embiid,DeAndre Jordan,DeAndre Jordan,The others are MVP candidates,no
Paul Millsap,Al Horford,Marc Gasol,Andre Drummond,Andre Drummond,The others are All-Stars,no
LaMarcus Aldridge,DeMar DeRozan,Gordon Hayward,Victor Oladipo,LaMarcus Aldridge,The others are guards,no
Kyle Lowry,DeMar DeRozan,Serge Ibaka,Jonas Valanciunas,Serge Ibaka,The others are Raptors,no
Draymond Green,Klay Thompson,Harrison Barnes,Andrew Bogut,Andrew Bogut,The others are Warriors,no
Chris Paul,Blake Griffin,DeAndre Jordan,J.J. Redick,J.J. Redick,The others are Clippers,no
Kyrie Irving,Gordon Hayward,Al Horford,Jayson Tatum,Jayson Tatum,The others are Celtics,no
Damian Lillard,C.J. McCollum,Jusuf Nurkic,Enes Kanter,Enes Kanter,The others are Blazers,no
Russell Westbrook,Kevin Durant,Serge Ibaka,Steven Adams,Steven Adams,The others are Thunder,no
Rudy Gay,DeMarcus Cousins,Rajon Rondo,Buddy Hield,Buddy Hield,The others are Kings,no
Jimmy Butler,Karl-Anthony Towns,Andrew Wiggins,Jeff Teague,Jeff Teague,The others are Timberwolves,no
Mike Conley,Marc Gasol,Zach Randolph,JaMychal Green,JaMychal Green,The others are Grizzlies,no
Kawhi Leonard,Danny Green,Tony Parker,LaMarcus Aldridge,LaMarcus Aldridge,The others are Spurs,no
Jrue Holiday,Anthony Davis,DeMarcus Cousins,Rajon Rondo,Rajon Rondo,The others are Pelicans,no
Chris Bosh,Udonis Haslem,Mario Chalmers,Michael Beasley,Michael Beasley,The others are Heat,no
John Wall,Bradley Beal,Otto Porter Jr.,Marcin Gortat,Marcin Gortat,The others are Wizards,no
Kevin Love,Tristan Thompson,J.R. Smith,Matthew Dellavedova,Matthew Dellavedova,The others are Cavaliers,no
Brook Lopez,Joe Johnson,Deron Williams,Thaddeus Young,Thaddeus Young,The others are Nets,no
Al Jefferson,Kemba Walker,Nicolas Batum,Marvin Williams,Marvin Williams,The others are Hornets,no
Devin Booker,Eric Bledsoe,T.J. Warren,Deandre Ayton,Deandre Ayton,The others are guards,no
Andre Iguodala,Shaun Livingston,David West,JaVale McGee,JaVale McGee,The others are Warriors,no
Victor Oladipo,Myles Turner,Thaddeus Young,Domantas Sabonis,Thaddeus Young,The others are Pacers,no
Tobias Harris,Boban Marjanovic,Avery Bradley,Montrezl Harrell,Avery Bradley,The others are Clippers,no
LeBron James,Kevin Durant,Stephen Curry,Chris Paul,Chris Paul,The others are MVP winners,no
James Harden,Russell Westbrook,Derrick Rose,Blake Griffin,Blake Griffin,The others are MVP winners,yes
Kawhi Leonard,Anthony Davis,Paul George,DeMarcus Cousins,DeMarcus Cousins,The others are All-NBA 1st Team,no
Dwyane Wade,Carmelo Anthony,Dirk Nowitzki,Tony Parker,Tony Parker,The others are scoring leaders,no
Kyrie Irving,Damian Lillard,Klay Thompson,Gordon Hayward,Gordon Hayward,The others are NBA champions,no
Giannis Antetokounmpo,Draymond Green,Rudy Gobert,Karl-Anthony Towns,Karl-Anthony Towns,The others are Defensive Players of the Year,no
Chris Bosh,Kevin Love,LaMarcus Aldridge,DeAndre Jordan,DeAndre Jordan,The others are power forwards,no
Jimmy Butler,DeMar DeRozan,Bradley Beal,Rajon Rondo,Rajon Rondo,The others are shooting guards,no
Al Horford,Marc Gasol,Nikola Jokic,Andre Drummond,Andre Drummond,The others are All-Stars,no
John Wall,Kyle Lowry,Mike Conley,Eric Bledsoe,Eric Bledsoe,The others are All-Stars,no
Tim Duncan,Kobe Bryant,Kevin Garnett,Manu Ginobili,Manu Ginobili,The others are MVP winners,yes
Chris Paul,Steve Nash,Deron Williams,Rajon Rondo,Rajon Rondo,The others are All-NBA 1st Team,yes
Paul Millsap,Al Jefferson,Zach Randolph,Serge Ibaka,Serge Ibaka,The others are All-Stars,no
Joakim Noah,Tyson Chandler,Roy Hibbert,Greg Monroe,Greg Monroe,The others are Defensive Players of the Year,no
Brandon Roy,Andrew Bynum,Monta Ellis,Joe Johnson,Joe Johnson,The others are All-Stars,no
Andre Iguodala,Shawn Marion,Luol Deng,Gerald Wallace,Gerald Wallace,The others are All-Stars,no
Brook Lopez,David West,Andrew Bogut,Nene,Nene,The others are All-Stars,no
Goran Dragic,Jeff Teague,Jrue Holiday,Michael Conley,Michael Conley,The others are All-Stars,no
Zach LaVine,Aaron Gordon,Victor Oladipo,Harrison Barnes,Harrison Barnes,The others are Slam Dunk Contest participants,yes
Danny Green,J.J. Redick,Kyle Korver,Joe Harris,Joe Harris,The others are 3-Point Contest participants,no
Hassan Whiteside,Clint Capela,Andre Drummond,Rudy Gobert,Rudy Gobert,The others are rebounding leaders,no
Carmelo Anthony,Kevin Durant,Paul George,Rudy Gay,Rudy Gay,The others are scoring leaders,yes
Blake Griffin,Kevin Love,LaMarcus Aldridge,Dwight Howard,Dwight Howard,The others are power forwards,no
Rajon Rondo,Ricky Rubio,Kyle Lowry,Kemba Walker,Kemba Walker,The others are assist leaders,no
Derrick Favors,Thaddeus Young,Kenneth Faried,Nikola Vucevic,Nikola Vucevic,The others are power forwards,no
Eric Gordon,Lou Williams,Jamal Crawford,J.R. Smith,J.R. Smith,The others are Sixth Man of the Year winners,yes
DeMar DeRozan,Klay Thompson,Jimmy Butler,C.J. McCollum,C.J. McCollum,The others are All-Stars,yes
Paul Millsap,Al Horford,DeMarcus Cousins,Nikola Vucevic,Nikola Vucevic,The others are multiple-time All-Stars,no
Pau Gasol,Marc Gasol,Serge Ibaka,Nikola Jokic,Serge Ibaka,The others are All-NBA Team members,yes
Harrison Barnes,Andre Iguodala,Draymond Green,David Lee,Harrison Barnes,The others are NBA champions,no
LeBron James,Kevin Durant,Stephen Curry,Kawhi Leonard,Kawhi Leonard,The others are MVP winners,yes
Chris Paul,Derrick Rose,Russell Westbrook,Damian Lillard,Derrick Rose,The others are 2010s All-Stars,no
Tim Duncan,Dirk Nowitzki,Kevin Garnett,Anthony Davis,Anthony Davis,The others are 2010s champions,no
James Harden,Klay Thompson,Paul George,Kyrie Irving,Klay Thompson,The others are primary scorers,no
Dwyane Wade,Manu Ginobili,Tony Parker,Chris Bosh,Chris Bosh,The others are guards,no
Blake Griffin,DeMarcus Cousins,LaMarcus Aldridge,DeAndre Jordan,DeAndre Jordan,The others are primary scorers,no
Andre Iguodala,Draymond Green,Klay Thompson,DeMar DeRozan,DeMar DeRozan,The others are Warriors,no
Kevin Love,Al Horford,Marc Gasol,Pau Gasol,Pau Gasol,The others are 2010s All-Stars,no
Giannis Antetokounmpo,Paul George,Kawhi Leonard,Chris Paul,Chris Paul,The others are forwards,no
Rajon Rondo,Ricky Rubio,Jrue Holiday,Kyle Lowry,Ricky Rubio,The others are NBA champions,no
Carmelo Anthony,Paul Pierce,Vince Carter,Tracy McGrady,Tracy McGrady,The others played in the 2010s,no
Dwight Howard,Tyson Chandler,Joakim Noah,DeAndre Jordan,DeAndre Jordan,The others are Defensive Players of the Year,no
Jimmy Butler,DeMar DeRozan,Klay Thompson,Damian Lillard,Klay Thompson,The others are primary scorers,no
Rudy Gobert,Hassan Whiteside,DeAndre Jordan,Marc Gasol,Marc Gasol,The others are primarily known for defense,no
John Wall,Kyrie Irving,Kemba Walker,Eric Bledsoe,Eric Bledsoe,The others are All-Stars,no
Nikola Jokic,Joel Embiid,Karl-Anthony Towns,Rudy Gobert,Rudy Gobert,The others are primary scorers,no
Chris Bosh,Kevin Love,LaMarcus Aldridge,Serge Ibaka,Serge Ibaka,The others are primary scorers,no
Kevin Durant,James Harden,Russell Westbrook,Chris Paul,Chris Paul,The others are former teammates,no
Tony Parker,Rajon Rondo,Kyle Lowry,Mike Conley,Mike Conley,The others are NBA champions,no
Luka Doncic,Trae Young,Ben Simmons,Donovan Mitchell,Ben Simmons,The others are primary scorers,no
Jayson Tatum,Jaylen Brown,Gordon Hayward,Devin Booker,Devin Booker,The others are Celtics,no
Anthony Davis,Karl-Anthony Towns,Rudy Gobert,DeMarcus Cousins,Rudy Gobert,The others are primary scorers,no
Blake Griffin,Kevin Love,LaMarcus Aldridge,Andre Drummond,Andre Drummond,The others are primary scorers,no
Paul Millsap,Al Horford,Serge Ibaka,Nikola Jokic,Nikola Jokic,The others are known for defense,no
DeMar DeRozan,Jimmy Butler,Klay Thompson,Gordon Hayward,Gordon Hayward,The others are primary scorers,no
Derrick Rose,Russell Westbrook,Chris Paul,John Wall,Derrick Rose,The others are 2010s All-Stars,no
Kawhi Leonard,Paul George,Jimmy Butler,Damian Lillard,Damian Lillard,The others are forwards,no
Marc Gasol,Pau Gasol,Serge Ibaka,Joakim Noah,Pau Gasol,The others are primarily known for defense,no
Giannis Antetokounmpo,Kevin Durant,LeBron James,Anthony Davis,Anthony Davis,The others are MVP winners,no
Klay Thompson,Draymond Green,Andre Iguodala,Kevin Love,Kevin Love,The others are Warriors,no
LeBron James,Kevin Durant,Kawhi Leonard,Russell Westbrook,Russell Westbrook,The others are forwards,no
Stephen Curry,Klay Thompson,James Harden,Damian Lillard,Klay Thompson,The others are point guards,no
Chris Paul,Tony Parker,Derrick Rose,DeMarcus Cousins,DeMarcus Cousins,The others are point guards,yes
Giannis Antetokounmpo,Anthony Davis,Joel Embiid,Nikola Jokic,Anthony Davis,The others are centers,no
Paul George,Jimmy Butler,Klay Thompson,Draymond Green,Draymond Green,The others are shooting guards,no
Carmelo Anthony,Dwyane Wade,Dirk Nowitzki,Kevin Garnett,Dwyane Wade,The others are forwards,no
Blake Griffin,Kevin Love,LaMarcus Aldridge,Rudy Gobert,Rudy Gobert,The others are power forwards,no
Andre Drummond,DeAndre Jordan,Hassan Whiteside,Al Horford,Al Horford,The others are centers,no
Kyrie Irving,Damian Lillard,John Wall,Chris Bosh,Chris Bosh,The others are point guards,no
Marc Gasol,Pau Gasol,Serge Ibaka,Rudy Gay,Rudy Gay,The others are international,no
Kyle Lowry,Mike Conley,Rajon Rondo,Gordon Hayward,Gordon Hayward,The others are point guards,no
J.J. Redick,Kyle Korver,Joe Johnson,Paul Millsap,Paul Millsap,The others are shooting guards,no
Al Jefferson,Brook Lopez,Roy Hibbert,Paul George,Paul George,The others are centers,no
Brandon Roy,Tracy McGrady,Vince Carter,Richard Jefferson,Richard Jefferson,The others are All-Stars,no
Zach Randolph,David West,Carlos Boozer,DeMar DeRozan,DeMar DeRozan,The others are power forwards,no
Manu Ginobili,Ray Allen,Jason Terry,Tony Allen,Tony Allen,The others are 6th Man of the Year,no
Tim Duncan,Kevin Garnett,Dirk Nowitzki,Chris Paul,Chris Paul,The others are power forwards,yes
Jason Kidd,Steve Nash,Chauncey Billups,Paul Pierce,Paul Pierce,The others are point guards,yes
Rudy Gay,DeMar DeRozan,Paul George,Al Horford,Al Horford,The others are small forwards,no
Eric Gordon,Lou Williams,Jamal Crawford,Monta Ellis,Monta Ellis,The others are 6th Man of the Year,no
Michael Beasley,O.J. Mayo,Derrick Rose,Tyreke Evans,Derrick Rose,The others are Rookie of the Year,no
Rajon Rondo,Ricky Rubio,John Wall,Serge Ibaka,Serge Ibaka,The others are point guards,no
Tyson Chandler,Joakim Noah,Roy Hibbert,Andre Iguodala,Andre Iguodala,The others are centers,no
Brandon Jennings,Ty Lawson,Jrue Holiday,Eric Bledsoe,Jrue Holiday,The others are not All-Stars,no
DeMar DeRozan,Jimmy Butler,Gordon Hayward,Andrew Wiggins,Andrew Wiggins,The others are All-Stars,yes
Kawhi Leonard,Paul George,Jimmy Butler,Blake Griffin,Blake Griffin,The others are small forwards,no
Kevin Love,Chris Bosh,Pau Gasol,Dwight Howard,Dwight Howard,The others are power forwards,no
Derrick Favors,Enes Kanter,Tristan Thompson,Kemba Walker,Kemba Walker,The others are power forwards,no
Andre Iguodala,Danny Green,Iman Shumpert,Khris Middleton,Khris Middleton,The others are role players,no
Nicolas Batum,Luol Deng,Trevor Ariza,Chris Paul,Chris Paul,The others are small forwards,no
LeBron James,Kevin Durant,Anthony Davis,Stephen Curry,Stephen Curry,The others are forwards,no
James Harden,Damian Lillard,Russell Westbrook,Chris Paul,Damian Lillard,The others are MVPs,no
Jayson Tatum,Devin Booker,Donovan Mitchell,Ben Simmons,Ben Simmons,The others are scorers,yes
Giannis Antetokounmpo,Kawhi Leonard,Paul George,Nikola Jokic,Nikola Jokic,The others are forwards,no
Jimmy Butler,Bam Adebayo,Rudy Gobert,Joel Embiid,Jimmy Butler,The others are centers,yes
Klay Thompson,CJ McCollum,Bradley Beal,Khris Middleton,Khris Middleton,The others are shooting guards,no
Luka Doncic,Trae Young,Ja Morant,Zion Williamson,Zion Williamson,The others are guards,yes
De'Aaron Fox,John Wall,Lonzo Ball,Deandre Ayton,Deandre Ayton,The others are point guards,yes
Pascal Siakam,Julius Randle,Draymond Green,Tobias Harris,Tobias Harris,The others are power forwards,no
Karl-Anthony Towns,Nikola Vucevic,Jonas Valanciunas,Clint Capela,Clint Capela,The others are centers,no
Kyrie Irving,Kemba Walker,Derrick Rose,DeMar DeRozan,DeMar DeRozan,The others are point guards,no
Gordon Hayward,Andrew Wiggins,Brandon Ingram,Kristaps Porzingis,Kristaps Porzingis,The others are small forwards,no
Malcolm Brogdon,Eric Bledsoe,Fred VanVleet,Buddy Hield,Buddy Hield,The others are point guards,no
LaMelo Ball,Tyrese Haliburton,R.J. Barrett,Michael Porter Jr.,Michael Porter Jr.,The others are guards,no
Serge Ibaka,Myles Turner,Brook Lopez,Montrezl Harrell,Montrezl Harrell,The others are shot blockers,no
Derrick White,Marcus Smart,Matisse Thybulle,Spencer Dinwiddie,Spencer Dinwiddie,The others are defenders,no
Patrick Beverley,Jrue Holiday,Lonzo Ball,De'Aaron Fox,De'Aaron Fox,The others are defenders,no
Devin Booker,Donovan Mitchell,Zach LaVine,Clint Capela,Clint Capela,The others are shooting guards,yes
Jaren Jackson Jr.,John Collins,Aaron Gordon,Bam Adebayo,Bam Adebayo,The others are power forwards,no
Jarrett Allen,Mitchell Robinson,Jakob Poeltl,Steven Adams,Steven Adams,The others are shot blockers,no
De'Andre Hunter,Mikal Bridges,OG Anunoby,Lauri Markkanen,Lauri Markkanen,The others are defenders,no
Tyler Herro,Duncan Robinson,Joe Harris,Malcolm Brogdon,Malcolm Brogdon,The others are shooters,yes
Chris Boucher,Nerlens Noel,Hassan Whiteside,Jonas Valanciunas,Jonas Valanciunas,The others are shot blockers,no
D'Angelo Russell,Terry Rozier,Collin Sexton,Deandre Ayton,Deandre Ayton,The others are guards,no
Josh Richardson,Gary Harris,Kentavious Caldwell-Pope,De'Aaron Fox,De'Aaron Fox,The others are defenders,no
Andrew Wiggins,Harrison Barnes,T.J. Warren,Nikola Jokic,Nikola Jokic,The others are forwards,no
P.J. Tucker,Robert Covington,Royce O'Neale,Deandre Ayton,Deandre Ayton,The others are defenders,no
Terry Rozier,Devonte' Graham,Seth Curry,Clint Capela,Clint Capela,The others are guards,no
Thaddeus Young,Jeff Green,Jae Crowder,Deandre Ayton,Deandre Ayton,The others are power forwards,no
Lou Williams,Jordan Clarkson,Derrick Rose,Deandre Ayton,Deandre Ayton,The others are sixth men,no
LeBron James,Anthony Davis,Kevin Durant,Giannis Antetokounmpo,Kevin Durant,The others are Lakers players,no
Stephen Curry,Klay Thompson,Draymond Green,James Harden,James Harden,The others are Warriors players,yes
Kawhi Leonard,Paul George,Lou Williams,Luka Dončić,Luka Dončić,The others are Clippers players,yes
Jayson Tatum,Jaylen Brown,Marcus Smart,Jimmy Butler,Jimmy Butler,The others are Celtics players,yes
Joel Embiid,Ben Simmons,Tobias Harris,Nikola Jokić,Nikola Jokić,The others are 76ers players,no
Damian Lillard,CJ McCollum,Jusuf Nurkić,Donovan Mitchell,Donovan Mitchell,The others are Trail Blazers players,no
Zion Williamson,Brandon Ingram,Lonzo Ball,Devin Booker,Devin Booker,The others are Pelicans players,no
Karl-Anthony Towns,D'Angelo Russell,Anthony Edwards,Bradley Beal,Bradley Beal,The others are Timberwolves players,yes
Trae Young,John Collins,Clint Capela,De'Aaron Fox,De'Aaron Fox,The others are Hawks players,yes
Bam Adebayo,Tyler Herro,Duncan Robinson,Jaren Jackson Jr.,Jaren Jackson Jr.,The others are Heat players,no
DeMar DeRozan,LaMarcus Aldridge,Dejounte Murray,Rudy Gobert,Rudy Gobert,The others are Spurs players,no
Chris Paul,Deandre Ayton,Mikal Bridges,Ja Morant,Ja Morant,The others are Suns players,no
Julius Randle,RJ Barrett,Mitchell Robinson,Zach LaVine,Zach LaVine,The others are Knicks players,no
Domantas Sabonis,Malcolm Brogdon,Myles Turner,Khris Middleton,Khris Middleton,The others are Pacers players,no
Pascal Siakam,Fred VanVleet,OG Anunoby,Gordon Hayward,Gordon Hayward,The others are Raptors players,yes
Nikola Vučević,Evan Fournier,Aaron Gordon,John Wall,John Wall,The others are Magic players,no
De'Aaron Fox,Buddy Hield,Harrison Barnes,Christian Wood,Christian Wood,The others are Kings players,no
Shai Gilgeous-Alexander,Al Horford,Luguentz Dort,Kyle Lowry,Kyle Lowry,The others are Thunder players,no
Ja Morant,Jaren Jackson Jr.,Dillon Brooks,LaMelo Ball,LaMelo Ball,The others are Grizzlies players,yes
Bradley Beal,Russell Westbrook,Davis Bertans,Collin Sexton,Collin Sexton,The others are Wizards players,no
Zach LaVine,Lauri Markkanen,Coby White,Julius Randle,Julius Randle,The others are Bulls players,no
Kevin Love,Collin Sexton,Darius Garland,DeMar DeRozan,DeMar DeRozan,The others are Cavaliers players,yes
Jamal Murray,Michael Porter Jr.,Will Barton,Kristaps Porziņģis,Kristaps Porziņģis,The others are Nuggets players,yes
Luka Dončić,Kristaps Porziņģis,Tim Hardaway Jr.,Deandre Ayton,Deandre Ayton,The others are Mavericks players,no
De'Aaron Fox,Buddy Hield,Marvin Bagley III,Damian Lillard,Damian Lillard,The others are Kings players,no
Kyrie Irving,James Harden,Joe Harris,Brandon Ingram,Brandon Ingram,The others are Nets players,no
Kemba Walker,Jayson Tatum,Jaylen Brown,Bam Adebayo,Bam Adebayo,The others are Celtics players,yes
Donovan Mitchell,Rudy Gobert,Mike Conley,Zion Williamson,Zion Williamson,The others are Jazz players,no
Anthony Edwards,Karl-Anthony Towns,D'Angelo Russell,Ja Morant,Ja Morant,The others are Timberwolves players,no
Trae Young,Clint Capela,Kevin Huerter,Jayson Tatum,Jayson Tatum,The others are Hawks players,no
LeBron James,Kevin Durant,Kawhi Leonard,Jimmy Butler,Jimmy Butler,The others are NBA champions,no
Giannis Antetokounmpo,James Harden,Luka Dončić,Chris Paul,Chris Paul,The others are MVP winners,no
Stephen Curry,Klay Thompson,Draymond Green,Damian Lillard,Damian Lillard,The others are Warriors,yes
Anthony Davis,Rudy Gobert,Joel Embiid,Karl-Anthony Towns,Joel Embiid,The others are shot blockers,no
Jayson Tatum,Jaylen Brown,Gordon Hayward,Devin Booker,Devin Booker,The others are Celtics,no
Russell Westbrook,Ben Simmons,Ja Morant,Trae Young,Trae Young,The others are triple-doubles,no
Nikola Jokić,Bam Adebayo,Domantas Sabonis,Deandre Ayton,Deandre Ayton,The others are centers,no
Paul George,Khris Middleton,Brandon Ingram,Zion Williamson,Zion Williamson,The others are All-Stars,yes
Donovan Mitchell,Bradley Beal,Zach LaVine,Kyle Lowry,Kyle Lowry,The others are shooting guards,no
Pascal Siakam,Julius Randle,Kristaps Porziņģis,DeMar DeRozan,DeMar DeRozan,The others are power forwards,no
De'Aaron Fox,Malcolm Brogdon,Shai Gilgeous-Alexander,D'Angelo Russell,D'Angelo Russell,The others are point guards,no
CJ McCollum,Buddy Hield,Bogdan Bogdanović,Fred VanVleet,Fred VanVleet,The others are shooting guards,no
Myles Turner,Clint Capela,Mitchell Robinson,Steven Adams,Steven Adams,The others are shot blockers,no
John Collins,Jaren Jackson Jr.,Lauri Markkanen,Jae Crowder,Jae Crowder,The others are power forwards,no
Terry Rozier,Collin Sexton,Devonte' Graham,Eric Bledsoe,Eric Bledsoe,The others are point guards,no
Jarrett Allen,Wendell Carter Jr.,Thomas Bryant,Montrezl Harrell,Montrezl Harrell,The others are centers,no
RJ Barrett,Tyler Herro,Michael Porter Jr.,Marcus Smart,Marcus Smart,The others are young stars,no
Derrick White,Lonnie Walker IV,Dejounte Murray,Dennis Schröder,Dennis Schröder,The others are Spurs,no
Josh Richardson,Matisse Thybulle,Danny Green,Joe Harris,Joe Harris,The others are 76ers,no
Kelly Oubre Jr.,Andrew Wiggins,James Wiseman,Kelly Olynyk,Kelly Olynyk,The others are Warriors,no
Dillon Brooks,Kyle Anderson,Brandon Clarke,Jaren Jackson Jr.,Jaren Jackson Jr.,The others are Grizzlies,no
Kevin Huerter,De'Andre Hunter,Cam Reddish,De'Aaron Fox,De'Aaron Fox,The others are Hawks,no
Harrison Barnes,Buddy Hield,Marvin Bagley III,De'Aaron Fox,De'Aaron Fox,The others are Kings,no
Eric Gordon,PJ Tucker,Danuel House Jr.,Christian Wood,Christian Wood,The others are Rockets,no
Bojan Bogdanović,Royce O'Neale,Joe Ingles,Rudy Gobert,Rudy Gobert,The others are forwards,no
OG Anunoby,Norman Powell,Fred VanVleet,Pascal Siakam,Pascal Siakam,The others are Raptors guards,no
Derrick Rose,Blake Griffin,Jerami Grant,Killian Hayes,Killian Hayes,The others are Pistons vets,yes
Malik Beasley,Juancho Hernangómez,Jarrett Culver,D'Angelo Russell,D'Angelo Russell,The others are Timberwolves,no
Tim Hardaway Jr.,Dorian Finney-Smith,Dwight Powell,Kristaps Porziņģis,Kristaps Porziņģis,The others are Mavericks,no
Patrick Beverley,Lou Williams,Ivica Zubac,Kawhi Leonard,Kawhi Leonard,The others are Clippers role players,no
LeBron James,Kevin Durant,Stephen Curry,James Harden,James Harden,The others are NBA MVP winners,no
Giannis Antetokounmpo,Nikola Jokic,Joel Embiid,Rudy Gobert,Rudy Gobert,The others are NBA All-Stars,no
Luka Doncic,Trae Young,Ja Morant,Zion Williamson,Zion Williamson,The others are point guards,no
Chris Paul,Kyrie Irving,Damian Lillard,Klay Thompson,Klay Thompson,The others are point guards,yes
Anthony Davis,Karl-Anthony Towns,Bam Adebayo,Pascal Siakam,Pascal Siakam,The others are centers,no
Kawhi Leonard,Jimmy Butler,Paul George,Devin Booker,Devin Booker,The others are small forwards,no
Bradley Beal,CJ McCollum,Donovan Mitchell,Jayson Tatum,Jayson Tatum,The others are shooting guards,no
John Wall,De'Aaron Fox,Russell Westbrook,Khris Middleton,Khris Middleton,The others are point guards,yes
Ben Simmons,Draymond Green,Jaren Jackson Jr.,Jaylen Brown,Jaylen Brown,The others are power forwards,no
DeMar DeRozan,Gordon Hayward,Brandon Ingram,LaMelo Ball,LaMelo Ball,The others are small forwards,no
Deandre Ayton,Clint Capela,Myles Turner,Julius Randle,Julius Randle,The others are centers,yes
Tobias Harris,Michael Porter Jr.,Harrison Barnes,Fred VanVleet,Fred VanVleet,The others are forwards,no
Derrick Rose,Kemba Walker,Kyle Lowry,Jarrett Allen,Jarrett Allen,The others are point guards,yes
Kristaps Porzingis,Jonas Valanciunas,Steven Adams,Malcolm Brogdon,Malcolm Brogdon,The others are centers,no
Shai Gilgeous-Alexander,Jamal Murray,RJ Barrett,Domantas Sabonis,Domantas Sabonis,The others are guards,no
Marcus Smart,Patrick Beverley,Jrue Holiday,Norman Powell,Norman Powell,The others are defensive specialists,yes
Serge Ibaka,Brook Lopez,Dwight Howard,Spencer Dinwiddie,Spencer Dinwiddie,The others are centers,no
Tyrese Haliburton,Cole Anthony,Immanuel Quickley,Deandre Ayton,Deandre Ayton,The others are rookies,no
Joe Harris,Duncan Robinson,Buddy Hield,John Collins,John Collins,The others are three-point shooters,no
Eric Bledsoe,Terry Rozier,Lonzo Ball,Robert Covington,Robert Covington,The others are point guards,no
Mikal Bridges,OG Anunoby,Cam Reddish,Jusuf Nurkic,Jusuf Nurkic,The others are small forwards,no
Gary Trent Jr.,Kevin Huerter,Seth Curry,Tobias Harris,Tobias Harris,The others are shooting guards,no
Wendell Carter Jr.,Jarrett Allen,Mitchell Robinson,Collin Sexton,Collin Sexton,The others are centers,no
Rui Hachimura,Darius Bazley,PJ Washington,Derrick White,Derrick White,The others are forwards,no
Evan Fournier,Tim Hardaway Jr.,Bogdan Bogdanovic,Deandre Ayton,Deandre Ayton,The others are shooting guards,no
Miles Bridges,Dorian Finney-Smith,Jae Crowder,Dejounte Murray,Dejounte Murray,The others are forwards,no
Malik Beasley,Josh Richardson,Terrence Ross,Jonas Valanciunas,Jonas Valanciunas,The others are shooting guards,no
Jakob Poeltl,Nerlens Noel,Daniel Theis,Lonzo Ball,Lonzo Ball,The others are centers,no
Dillon Brooks,Justin Holiday,Kentavious Caldwell-Pope,Nikola Vucevic,Nikola Vucevic,The others are shooting guards,no
Tyrese Maxey,Jalen Brunson,Monte Morris,Bam Adebayo,Bam Adebayo,The others are point guards,no
LeBron James,Kevin Durant,Kawhi Leonard,Stephen Curry,Stephen Curry,The others are forwards,no
James Harden,Damian Lillard,Trae Young,Luka Dončić,Luka Dončić,The others are primary scorers,no
Giannis Antetokounmpo,Joel Embiid,Nikola Jokić,Anthony Davis,Anthony Davis,The others are MVP winners,no
Jayson Tatum,Zion Williamson,Ja Morant,Devin Booker,Devin Booker,The others are top 3 draft picks,no
Rudy Gobert,Bam Adebayo,Clint Capela,Karl-Anthony Towns,Karl-Anthony Towns,The others are defensive specialists,no
Klay Thompson,Khris Middleton,CJ McCollum,Bradley Beal,Bradley Beal,The others are known for 3-point shooting,no
Chris Paul,Kyle Lowry,Russell Westbrook,De'Aaron Fox,De'Aaron Fox,The others are veteran point guards,no
Pascal Siakam,Draymond Green,Tobias Harris,Jimmy Butler,Jimmy Butler,The others are primarily power forwards,no
Deandre Ayton,Jonas Valančiūnas,Andre Drummond,Rudy Gobert,Rudy Gobert,The others are primarily offensive centers,no
DeMar DeRozan,Jaylen Brown,Brandon Ingram,Jaren Jackson Jr.,Jaren Jackson Jr.,The others are primarily small forwards,no
Donovan Mitchell,Zach LaVine,Tyler Herro,Kristaps Porziņģis,Kristaps Porziņģis,The others are shooting guards,no
LaMelo Ball,Darius Garland,Shai Gilgeous-Alexander,Ben Simmons,Ben Simmons,The others are young point guards,no
Julius Randle,John Collins,Domantas Sabonis,Bam Adebayo,Bam Adebayo,The others are known for their scoring,no
Fred VanVleet,Terry Rozier,Dennis Schröder,Jamal Murray,Jamal Murray,The others are primarily backup guards,no
