obj_1,obj_2,obj_3,obj_4,odd,reason_for_similarity,valid
Jim Leyritz,Mike Stanley,Ivan Rodriguez,Mike Piazza,Jim Leyritz,The others are catchers with MVP awards,
Ryne Sandberg,Roberto Alomar,Dave Nilsson,Craig Biggio,Dave Nilsson,The others are Gold Glove winners at second base,
John Olerud,Will Clark,Brian Jordan,Andres Galarraga,Brian Jordan,The others are Gold Glove winners at first base,
Albert Belle,Mike Hampton,Mo Vaughn,Greg Vaughn,Mike Hampton,The others are Silver Slugger award winners,
Roberto Alomar,John Mabry,Barry Larkin,Craig Biggio,John Mabry,The others are shortstops,
Scott Rolen,Mike Hampton,John Smoltz,Andy Pettitte,Scott Rolen,The others arePitchers with 20-win seasons,
Brad Ausmus,Mark McGwire,Rafael Palmeiro,Sammy Sosa,Brad Ausmus,The others are National League home run leaders,
Craig Biggio,Jeff Kent,Brian Giles,Roberto Alomar,Brian Giles,The others are Silver Slugger second basemen,
Greg Maddux,Pedro Martinez,Bobby Bonilla,John Smoltz,Bobby Bonilla,The others are Cy Young Award winners,
John Franco,Edgar Martinez,Frank Thomas,Jim Thome,John Franco,The others are Silver Slugger winners at DH,
Mark McGwire,Sammy Sosa,Barry Bonds,Todd Jones,Todd Jones,The others are National League MVPs,
Mike Stanley,Pat Borders,Ivan Rodriguez,Mike Piazza,Pat Borders,The others are catchers with MVP awards,
Ryne Sandberg,Roberto Alomar,Ron Gant,Craig Biggio,Ron Gant,The others are Gold Glove winners at second base,
Will Clark,John Olerud,Andres Galarraga,Al Leiter,Al Leiter,The others are Gold Glove winners at first base,
Mo Vaughn,Albert Belle,Greg Vaughn,Luis Gonzalez,Luis Gonzalez,The others are Silver Slugger award winners,
Carlos Delgado,Greg Vaughn,Roberto Alomar,John Olerud,Greg Vaughn,The others played for the Toronto Blue Jays,
Ron Gant,John Olerud,Robin Ventura,Mike Piazza,Robin Ventura,The others played for the New York Mets,
Jeff Kent,Rich Aurilia,Barry Bonds,Andruw Jones,Andruw Jones,The others played for the San Francisco Giants,
Tom Glavine,Greg Maddux,Jeff Cirillo,John Smoltz,Jeff Cirillo,The others played for the Atlanta Braves,
Juan Gonzalez,Carlos Delgado,Jason Kendall,Frank Thomas,Jason Kendall,The others hit 40+ home runs in a season,
Sammy Sosa,Mark McGwire,Greg Vaughn,Jose Canseco,Greg Vaughn,The others were teammates on the Oakland Athletics,
Jeff Bagwell,Craig Biggio,Andruw Jones,John Olerud,Andruw Jones,The others played for the Houston Astros,
John Smoltz,Roger Clemens,Pedro Martinez,David Wells,David Wells,The others won the Cy Young Award in the 1990s,
Jim Thome,Alex Rodriguez,John Olerud,Ken Griffey Jr.,John Olerud,The others played for the Seattle Mariners,
Greg Maddux,Todd Helton,Mike Hampton,John Smoltz,Todd Helton,The others won the Gold Glove Award,
Mike Piazza,Juan Gonzalez,Ivan Rodriguez,Sandy Alomar Jr.,Juan Gonzalez,The others won the MVP Award in the 1990s,
Barry Bonds,Tom Glavine,Rickey Henderson,Ron Gant,Tom Glavine,The others stole 40+ bases in a season,
Juan Gonzalez,Tom Glavine,Carlos Delgado,Frank Thomas,Tom Glavine,The others hit 300+ home runs in their career,
Craig Biggio,Roberto Alomar,Todd Helton,John Olerud,Todd Helton,The others won the Silver Slugger Award,
Jim Thome,Greg Maddux,Tom Glavine,John Smoltz,Jim Thome,The others pitched for the Atlanta Braves,
Todd Helton,Barry Bonds,Mark McGwire,Sammy Sosa,Todd Helton,The others hit 60+ home runs in a season,
Greg Maddux,Jim Edmonds,Mike Piazza,Mike Hampton,Jim Edmonds,The others won the Rookie of the Year Award,
Andruw Jones,Jeff Bagwell,John Olerud,Craig Biggio,Andruw Jones,The others played for the Houston Astros,
Cecil Fielder,Greg Vaughn,Tom Glavine,Juan Gonzalez,Tom Glavine,The others hit 40+ home runs in a season,
Roger Clemens,Todd Helton,John Smoltz,Pedro Martinez,Todd Helton,The others won the Cy Young Award multiple times,
John Olerud,Jeff Kent,Andruw Jones,Craig Biggio,Andruw Jones,The others played for the Houston Astros,
Barry Bonds,Todd Helton,Sammy Sosa,Mark McGwire,Todd Helton,The others hit 500+ home runs in their career,
Juan Gonzalez,Carlos Delgado,Greg Maddux,Frank Thomas,Greg Maddux,The others hit 300+ home runs in their career,
Jim Edmonds,Greg Maddux,Mike Hampton,John Smoltz,Jim Edmonds,The others won the Gold Glove Award,
Mike Piazza,Ivan Rodriguez,Todd Helton,Sandy Alomar Jr.,Todd Helton,The others won the MVP Award in the 1990s,
Roberto Alomar,Andruw Jones,John Olerud,Craig Biggio,Andruw Jones,The others won the Silver Slugger Award,
Ron Gant,Tom Glavine,Rickey Henderson,Barry Bonds,Tom Glavine,The others stole 40+ bases in a season,
Frank Thomas,Carlos Delgado,Todd Helton,Juan Gonzalez,Todd Helton,The others hit 300+ home runs in their career,
Tom Glavine,John Smoltz,Greg Maddux,Jim Thome,Jim Thome,The others pitched for the Atlanta Braves,
Greg Maddux,Mike Piazza,Mike Hampton,Jim Edmonds,Jim Edmonds,The others won the Rookie of the Year Award,
John Smoltz,Craig Biggio,Roberto Alomar,Roberto Clemente,John Smoltz,The others are infielders,
Jeromy Burnitz,Geoff Jenkins,Chuck Finley,Greg Vaughn,Chuck Finley,The others are Brewers outfielders,
Andy Pettitte,Mike Mussina,David Wells,Roger Clemens,David Wells,The others are Yankees aces,
Mark McGwire,John Olerud,Rafael Palmeiro,Sammy Sosa,John Olerud,The others hit 50+ HR in a season,
Jeff Bagwell,Barry Bonds,Craig Biggio,Steve Finley,Steve Finley,The others played for the Pirates,
Mike Piazza,Mike Hampton,Todd Hundley,John Franco,John Franco,The others played for the Mets,
Ken Griffey Jr.,Tino Martinez,Alex Rodriguez,Jamie Moyer,Ken Griffey Jr.,The others played for the Mariners,
Jay Buhner,Edgar Martinez,Randy Johnson,Norm Charlton,Norm Charlton,The others played for the Mariners,
Adam Dunn,Frank Thomas,John Olerud,Carlos Delgado,Adam Dunn,The others are 1B/DH,
Larry Walker,Todd Helton,Vinny Castilla,Shawn Green,Vinny Castilla,The others played for the Rockies,
John Smoltz,Andruw Jones,Greg Maddux,Tom Glavine,John Smoltz,The others played for the Braves,
Omar Vizquel,Manny Ramirez,Albert Belle,Jim Thome,Omar Vizquel,The others played for the Indians,
Gary Sheffield,Mike Hampton,Brian Jordan,Ryan Klesko,Ryan Klesko,The others played for the Padres,
Bobby Bonilla,Rickey Henderson,Darryl Strawberry,Barry Bonds,Rickey Henderson,The others played for the Pirates,
Ivan Rodriguez,John Wetteland,Juan Gonzalez,Rafael Palmeiro,John Wetteland,The others played for the Rangers,
Andy Pettitte,Bernie Williams,Mariano Rivera,Mike Mussina,Bernie Williams,The others pitched for the Yankees,
Jose Canseco,Sammy Sosa,Mark McGwire,Jose Cruz Jr.,Jose Cruz Jr.,The others hit 40+ HR in a season,
Billy Wagner,Jeff Bagwell,Craig Biggio,Derek Bell,Billy Wagner,The others played for the Astros,
Frank Thomas,Carlos Delgado,Bret Boone,Jim Thome,Bret Boone,The others are 1B/DH,
Geoff Jenkins,Jeromy Burnitz,Todd Coffey,Greg Vaughn,Todd Coffey,The others played for the Brewers,
Alfonso Soriano,Alex Rodriguez,Jamie Moyer,Tino Martinez,Alfonso Soriano,The others played for the Rangers,
Jay Buhner,Randy Johnson,John Olerud,Edgar Martinez,John Olerud,The others played for the Mariners,
Andruw Jones,Greg Maddux,Tom Glavine,Andruw Jones,Tom Glavine,The others pitched for the Braves,
Travis Fryman,Jim Thome,Albert Belle,Manny Ramirez,Travis Fryman,The others played for the Indians,
David Justice,Gary Sheffield,Brian Jordan,Mike Hampton,David Justice,The others played for the Braves,
Steve Buechele,Darryl Strawberry,Bobby Bonilla,Barry Bonds,Steve Buechele,The others played for the Pirates,
Mickey Tettleton,Rafael Palmeiro,Ivan Rodriguez,Juan Gonzalez,Mickey Tettleton,The others played for the Rangers,
Paul O'Neill,Mariano Rivera,Andy Pettitte,Mike Mussina,Paul O'Neill,The others pitched for the Yankees,
Jose Canseco,Mark McGwire,Tony Womack,Sammy Sosa,Tony Womack,The others hit 40+ HR in a season,
Jeff Bagwell,Craig Biggio,Shane Reynolds,Derek Bell,Shane Reynolds,The others played for the Astros,
Roberto Alomar,Jim Thome,Frank Thomas,Carlos Delgado,Roberto Alomar,The others are 1B/DH,
Geoff Jenkins,Greg Vaughn,Jeromy Burnitz,Jose Hernandez,Jose Hernandez,The others played for the Brewers,
Barry Bonds,John Smoltz,Roger Clemens,Mark McGwire,John Smoltz,The others are power hitters,
Roberto Alomar,Frank Thomas,Craig Biggio,Jeff Kent,Frank Thomas,The others are second basemen,
Tom Glavine,Mike Piazza,John Smoltz,Greg Maddux,Mike Piazza,The others are Atlanta Braves,
Sammy Sosa,Roger Maris,Mike Hampton,Mark McGwire,Mike Hampton,The others are home run leaders,
Jim Thome,Juan Gonzalez,Ivan Rodriguez,Rafael Palmeiro,Jim Thome,The others are Texas Rangers,
Randy Johnson,John Olerud,Carlos Delgado,Roberto Alomar,Randy Johnson,The others are Toronto Blue Jays,
Barry Bonds,Al Leiter,Mike Piazza,Mike Hampton,Barry Bonds,The others are New York Mets,
Craig Biggio,Randy Johnson,Curt Schilling,Greg Swindell,Craig Biggio,The others are Arizona Diamondbacks,
Pedro Martinez,Carlos Delgado,Frank Thomas,Jim Thome,Pedro Martinez,The others are power hitters,
Chipper Jones,Andruw Jones,Brian Jordan,John Franco,John Franco,The others are Atlanta Braves outfielders,
Jeff Bagwell,Mike Hampton,Roger Clemens,Barry Bonds,Jeff Bagwell,The others are pitchers,
Craig Biggio,Sammy Sosa,Derek Jeter,Roberto Alomar,Sammy Sosa,The others are middle infielders,
Greg Maddux,Frank Thomas,John Smoltz,Tom Glavine,Frank Thomas,The others are Atlanta Braves pitchers,
Ivan Rodriguez,Jim Edmonds,Pudge Fisk,Mike Piazza,Jim Edmonds,The others are catchers,
Al Leiter,Barry Bonds,Mike Hampton,Pedro Martinez,Barry Bonds,The others are Mets pitchers,
Randy Johnson,Craig Biggio,Roger Clemens,Curt Schilling,Craig Biggio,The others are 300-game winners,
Craig Biggio,Sammy Sosa,Derek Jeter,Roberto Alomar,Sammy Sosa,The others are Gold Glove winners,
Frank Thomas,Carlos Delgado,Greg Maddux,Jim Thome,Greg Maddux,The others are designated hitters,
Mark McGwire,Sammy Sosa,Barry Bonds,John Olerud,John Olerud,The others are 40-home run hitters,
Craig Biggio,Pedro Martinez,Mike Hampton,Mike Piazza,Craig Biggio,The others are New York Mets MVPs,
Greg Swindell,Chipper Jones,Curt Schilling,Randy Johnson,Chipper Jones,The others are 20-game winners,
Ivan Rodriguez,Andruw Jones,Pudge Fisk,Mike Piazza,Andruw Jones,The others are catchers,
Roger Clemens,Frank Thomas,Mike Hampton,Barry Bonds,Frank Thomas,The others are MVPs,
Derek Jeter,John Smoltz,Craig Biggio,Roberto Alomar,John Smoltz,The others are middle infielders,
Greg Maddux,John Smoltz,Tom Glavine,Barry Bonds,Barry Bonds,The others are Cy Young winners,
Ivan Rodriguez,Al Leiter,Mike Piazza,Mike Hampton,Ivan Rodriguez,The others are Mets pitchers,
Jim Thome,Randy Johnson,Carlos Delgado,Frank Thomas,Randy Johnson,The others are power hitters,
Mark McGwire,Sammy Sosa,Craig Biggio,Roger Maris,Craig Biggio,The others are home run leaders,
Derek Jeter,Roberto Alomar,Craig Biggio,Pedro Martinez,Pedro Martinez,The others are Gold Glove winners,
John Franco,Sammy Sosa,Barry Bonds,Mark McGwire,John Franco,The others are 500-home run hitters,
Jeff Kent,Roberto Alomar,Greg Vaughn,Craig Biggio,Greg Vaughn,The others are second basemen,
Greg Maddux,Barry Bonds,John Smoltz,Tom Glavine,Barry Bonds,The others are Atlanta Braves players,
Kenny Rogers,Todd Hundley,Mike Piazza,Mike Hampton,Todd Hundley,The others are New York Mets players,
Roger Clemens,Pedro Martinez,Edgar Martinez,Randy Johnson,Edgar Martinez,The others are pitchers,
Rafael Palmeiro,Sammy Sosa,Mark McGwire,Cal Ripken Jr.,Cal Ripken Jr.,The others are power hitters,
Jeff Bagwell,John Olerud,Craig Biggio,Derek Bell,John Olerud,The others are Houston Astros players,
Dante Bichette,Todd Helton,Greg Vaughn,Vinny Castilla,Todd Helton,The others are Colorado Rockies players,
Barry Bonds,Rich Aurilia,Jeff Kent,Mike Bordick,Mike Bordick,The others are San Francisco Giants players,
Travis Lee,Randy Johnson,Todd Stottlemyre,Curt Schilling,Travis Lee,The others are Arizona Diamondbacks players,
Jim Thome,Brian Giles,Albert Belle,Manny Ramirez,Brian Giles,The others are Cleveland Indians players,
Fred McGriff,John Olerud,Roberto Alomar,Pat Borders,Pat Borders,The others are Toronto Blue Jays players,
Todd Helton,Dante Bichette,Larry Walker,Vinny Castilla,Vinny Castilla,The others are Colorado Rockies position players,
Mike Hampton,Mike Piazza,Rey Ordonez,John Olerud,Rey Ordonez,The others are New York Mets All-Stars,
Tino Martinez,Andy Pettitte,Roger Clemens,David Wells,Tino Martinez,The others are New York Yankees pitchers,
Magglio Ordonez,Sammy Sosa,Frank Thomas,Mark McGwire,Magglio Ordonez,The others are American League players,
Derek Bell,Sean Berry,Craig Biggio,Jeff Kent,Derek Bell,The others are Houston Astros infielders,
Jose Hernandez,Jeromy Burnitz,Richie Sexson,Greg Vaughn,Jose Hernandez,The others are Milwaukee Brewers players,
Bill Mueller,J.T. Snow,Jeff Kent,Barry Bonds,Bill Mueller,The others are San Francisco Giants hitters,
Byung-Hyun Kim,Luis Gonzalez,Curt Schilling,Randy Johnson,Luis Gonzalez,The others are Arizona Diamondbacks pitchers,
Jim Thome,Brian Giles,Manny Ramirez,Omar Vizquel,Omar Vizquel,The others are Cleveland Indians hitters,
Carlos Delgado,John Olerud,Roberto Alomar,Tony Batista,Tony Batista,The others are Toronto Blue Jays hitters,
Todd Helton,Ellis Burks,Vinny Castilla,Larry Walker,Ellis Burks,The others are Colorado Rockies position players,
Rey Ordonez,Mike Hampton,Mike Piazza,John Franco,Rey Ordonez,The others are New York Mets players with 200+ games played,
Roger Clemens,Andy Pettitte,David Wells,Jorge Posada,Jorge Posada,The others are New York Yankees pitchers with 100+ wins,
Ray Lankford,Mark McGwire,Sammy Sosa,Rafael Palmeiro,Ray Lankford,The others are power hitters with 400+ HRs,
Brad Ausmus,Sean Berry,Jeff Kent,Craig Biggio,Brad Ausmus,The others are Houston Astros All-Stars,
Jeromy Burnitz,Greg Vaughn,Geoff Jenkins,Richie Sexson,Geoff Jenkins,The others are Milwaukee Brewers outfielders,
Jeff Kent,Rich Aurilia,Barry Bonds,J.T. Snow,Rich Aurilia,The others are San Francisco Giants hitters with 100+ RBIs,
Byung-Hyun Kim,Randy Johnson,Curt Schilling,Miguel Batista,Miguel Batista,The others are Arizona Diamondbacks pitchers with 100+ strikeouts,
Brian Giles,Manny Ramirez,Jimenez,Jim Thome,Jimenez,The others are Cleveland Indians hitters with 100+ HRs,
Carlos Delgado,John Olerud,Shawn Green,Roberto Alomar,Shawn Green,The others are Toronto Blue Jays hitters with 100+ RBIs,
Todd Helton,Vinny Castilla,Juan Pierre,Larry Walker,Juan Pierre,The others are Colorado Rockies players with 100+ RBIs,
Mike Hampton,John Franco,Edgardo Alfonzo,Mike Piazza,Edgardo Alfonzo,The others are New York,
Greg Vaughn,Todd Helton,Carlos Delgado,Vinny Castilla,Carlos Delgado,The others are Rockies players,
Greg Maddux,Jeff Kent,Tom Glavine,John Smoltz,Jeff Kent,The others are Braves pitchers,
Jeff Bagwell,Derek Bell,Edgar Martinez,Craig Biggio,Edgar Martinez,The others are Astros players,
Orlando Merced,Ron Gant,Bobby Bonilla,Barry Bonds,Ron Gant,The others are Pirates players,
John Olerud,Todd Hundley,Brian Jordan,Mike Piazza,Brian Jordan,The others are Mets players,
Robin Ventura,Frank Thomas,Jim Thome,Rafael Palmeiro,Rafael Palmeiro,The others are Sox players,
Roberto Alomar,Ray Lankford,Brady Anderson,Cal Ripken Jr.,Ray Lankford,The others are Orioles players,
Sammy Sosa,Jason Kendall,Mark McGwire,Frank Thomas,Jason Kendall,The others are MLB sluggers,
Randy Johnson,John Smoltz,Curt Schilling,Brian Hunter,Brian Hunter,The others are Cy Young winners,
Greg Vaughn,Mike Hampton,Steve Finley,Todd Helton,Steve Finley,The others are Rockies players,
Terry Pendleton,Ken Griffey Jr.,Edgar Martinez,Jay Buhner,Terry Pendleton,The others are Mariners players,
Ron Gant,Tim Wallach,Barry Larkin,Hal Morris,Tim Wallach,The others are Reds players,
Jeff Bagwell,Derek Bell,Rondell White,Craig Biggio,Rondell White,The others are Astros players,
Mark McGwire,Rafael Palmeiro,Jim Abbott,Frank Thomas,Jim Abbott,The others are MLB sluggers,
Jeff Cirillo,Carlos Delgado,Roberto Alomar,John Olerud,Jeff Cirillo,The others are Blue Jays players,
Sam Perlozzo,Mike Scioscia,Bobby Valentine,Ozzie Guillén,Ozzie Guillén,The others are MLB managers,
Vinny Castilla,Jeff Kent,Brian Jordan,Todd Helton,Brian Jordan,The others are Rockies players,
Ron Gant,Ray Lankford,Bobby Bonilla,David Justice,David Justice,The others are Braves players,
Barry Bonds,Mark McGwire,Sammy Sosa,Brian Jordan,Brian Jordan,The others are MLB sluggers,
Robin Ventura,Magglio Ordóñez,Juan González,Frank Thomas,Juan González,The others are White Sox players,
Craig Biggio,Jeff Kent,Roberto Alomar,Harold Baines,Harold Baines,The others are MLB second basemen,
Todd Hundley,John Olerud,Steve Finley,Mike Piazza,Steve Finley,The others are Mets players,
Darren Holmes,Randy Johnson,Curt Schilling,John Smoltz,Darren Holmes,The others are Cy Young winners,
Rafael Palmeiro,Ray Lankford,Ron Gant,Brian Jordan,Rafael Palmeiro,The others are Cardinals players,
Steve Finley,Ron Gant,Hal Morris,Barry Larkin,Steve Finley,The others are Reds players,
Jeff Bagwell,Tim Wallach,Craig Biggio,Derek Bell,Tim Wallach,The others are Astros players,
Edgar Martinez,Ken Griffey Jr.,Brian Jordan,Jay Buhner,Brian Jordan,The others are Mariners players,
Greg Maddux,Jeff Cirillo,John Smoltz,Tom Glavine,Jeff Cirillo,The others are Braves pitchers,
Mike Hampton,Todd Helton,Ozzie Guillén,Greg Vaughn,Ozzie Guillén,The others are Rockies players,
Sammy Sosa,Harold Baines,Barry Bonds,Mark McGwire,Harold Baines,The others are MLB sluggers,
Juan González,Roberto Alomar,Craig Biggio,Jeff Kent,Juan González,The others are MLB second basemen,
Rafael Palmeiro,Vinny Castilla,Greg Vaughn,Todd Helton,Vinny Castilla,The others are Rockies players,
Greg Maddux,Tom Glavine,John Smoltz,Roger Clemens,Roger Clemens,The others are Braves pitchers,
Brian Jordan,Jeff Kent,Barry Bonds,Rich Aurilia,Brian Jordan,The others are Giants players,
Frank Thomas,Bo Jackson,Harold Baines,Robin Ventura,Bo Jackson,The others are White Sox players,
Larry Walker,Jeff Bagwell,Todd Pratt,Craig Biggio,Todd Pratt,The others are Astros players,
Rafael Palmeiro,Mark McGwire,Edgar Martinez,Sammy Sosa,Edgar Martinez,The others are 500-home-run hitters,
John Olerud,Edgardo Alfonzo,Mike Piazza,Rondell White,Rondell White,The others are Mets players,
Carlos Delgado,Ivan Rodriguez,Juan Gonzalez,Alex Rodriguez,Carlos Delgado,The others are Rangers players,
Jim Thome,Manny Ramirez,Tim Salmon,Albert Belle,Tim Salmon,The others are Indians players,
Mike Hampton,Brian Jordan,Andruw Jones,Gary Sheffield,Brian Jordan,The others are Braves players,
Mariano Rivera,David Wells,Andy Pettitte,Roger Clemens,David Wells,The others are Yankees pitchers,
Carlos Delgado,Eric Hjelm,Shawn Green,Roberto Alomar,Eric Hjelm,The others are Blue Jays players,
Nomar Garciaparra,Pedro Martinez,Jason Varitek,Mo Vaughn,Mo Vaughn,The others are Red Sox players,
Barry Larkin,Jose Rijo,Ron Gant,Dante Bichette,Dante Bichette,The others are Reds players,
Cal Ripken Jr.,Mike Mussina,Rafael Palmeiro,Brady Anderson,Rafael Palmeiro,The others are Orioles players,
Todd Hundley,John Franco,Edgardo Alfonzo,Rey Ordonez,Rey Ordonez,The others are Mets players,
Randy Johnson,Luis Gonzalez,Curt Schilling,Travis Lee,Travis Lee,The others are Diamondbacks players,
Mark McGwire,Tino Martinez,Jim Leyritz,Andy Pettitte,Andy Pettitte,The others are Yankees players,
Eric Young,Walt Weiss,Vinny Castilla,Dante Bichette,Walt Weiss,The others are Rockies players,
Ken Griffey Jr.,Omar Vizquel,John Olerud,Jay Buhner,Omar Vizquel,The others are Mariners players,
Rusty Greer,Juan Gonzalez,Rafael Palmeiro,Ivan Rodriguez,Rusty Greer,The others are Rangers players,
Brian Jordan,Greg Maddux,Tom Glavine,Andruw Jones,Brian Jordan,The others are Braves players,
Vernon Wells,Eric Hjelm,Carlos Delgado,Roy Halladay,Eric Hjelm,The others are Blue Jays players,
Rich Aurilia,Jeff Kent,Barry Bonds,Benito Santiago,Benito Santiago,The others are Giants players,
Mark McGwire,Rafael Palmeiro,Fred McGriff,Sammy Sosa,Fred McGriff,The others are 500-home-run hitters,
Larry Walker,Shane Reynolds,Craig Biggio,Jeff Bagwell,Shane Reynolds,The others are Astros players,
Mike Piazza,Gary Sheffield,Rey Ordonez,Robin Ventura,Rey Ordonez,The others are Mets players,
Robin Ventura,Harold Baines,Frank Thomas,Magglio Ordonez,Magglio Ordonez,The others are White Sox players,
Alex Rodriguez,Rafael Palmeiro,Ivan Rodriguez,Juan Gonzalez,Juan Gonzalez,The others are Rangers players,
Mo Vaughn,Greg Vaughn,Vinny Castilla,Jeff Kent,Mo Vaughn,The others are third basemen,
Mike Mussina,Curt Schilling,Randy Johnson,Frank Thomas,Frank Thomas,The others are Cy Young winners,
Barry Bonds,Roger Clemens,Mark McGwire,Sammy Sosa,Roger Clemens,The others are home run champions,
Shane Reynolds,Roger Cedeno,Jose Lima,Mike Hampton,Roger Cedeno,The others are Houston Astros pitchers,
Greg Maddux,John Smoltz,Andruw Jones,Tom Glavine,Andruw Jones,The others are Atlanta Braves pitchers,
Craig Biggio,Barry Larkin,Jeff Kent,Roberto Alomar,Barry Larkin,The others are second basemen,
Rafael Palmeiro,Todd Hundley,Jim Thome,Frank Thomas,Todd Hundley,The others are 40-home-run hitters,
Sammy Sosa,Mark McGwire,J.T. Snow,Barry Bonds,J.T. Snow,The others are 50-home-run hitters,
Todd Helton,Mike Hampton,John Olerud,Mike Piazza,John Olerud,The others are batting champions,
Lance Berkman,Scott Spiezio,Jeff Bagwell,Craig Biggio,Scott Spiezio,The others are Houston Astros,
Greg Vaughn,Jeff Cirillo,Vinny Castilla,Todd Worrell,Todd Worrell,The others are San Diego Padres,
Jose Canseco,Roger Clemens,John Smoltz,Pedro Martinez,Jose Canseco,The others are Cy Young winners,
Roberto Alomar,Ron Gant,Craig Biggio,Barry Larkin,Ron Gant,The others are Gold Glove winners,
Todd Pratt,Jeff Kent,Mark McGwire,Sammy Sosa,Todd Pratt,The others are league MVPs,
Jim Thome,Frank Thomas,Brian Jordan,Rafael Palmeiro,Brian Jordan,The others are Silver Slugger winners,
Tony Womack,John Smoltz,Mike Mussina,Andy Pettitte,Tony Womack,The others are All-Star Game starters,
John Smoltz,Greg Maddux,Tom Glavine,Todd Jones,Todd Jones,The others are Atlanta Braves pitchers,
Andruw Jones,Jim Edmonds,Torii Hunter,Luis Gonzalez,Luis Gonzalez,The others are Gold Glove center fielders,
John Olerud,Sammy Sosa,Mark McGwire,Barry Bonds,John Olerud,The others are NL home run leaders,
Mike Hampton,Mike Piazza,Bill Mueller,Todd Helton,Bill Mueller,The others are batting champions,
Lance Berkman,Jeff Bagwell,Craig Biggio,Bobby Abreu,Bobby Abreu,The others are Houston Astros,
Darryl Kile,Jeff Cirillo,Vinny Castilla,Greg Vaughn,Darryl Kile,The others are San Diego Padres,
Roger Clemens,Roberto Hernandez,John Smoltz,Pedro Martinez,Roberto Hernandez,The others are Cy Young winners,
Jeff Bagwell,Scott Spiezio,Michael Bourn,Craig Biggio,Michael Bourn,The others are Houston Astros,
Barry Larkin,Craig Biggio,Tony Womack,Roberto Alomar,Tony Womack,The others are Gold Glove winners,
Mark McGwire,Jeff Kent,Sammy Sosa,Jason Giambi,Jason Giambi,The others are league MVPs,
Scott Rolen,Frank Thomas,Rafael Palmeiro,Jim Thome,Scott Rolen,The others are Silver Slugger winners,
Mike Mussina,Andy Pettitte,Jamie Moyer,John Smoltz,Jamie Moyer,The others are All-Star Game starters,
Steve Karsay,John Smoltz,Tom Glavine,Greg Maddux,Steve Karsay,The others are Atlanta Braves pitchers,
Andruw Jones,Jim Edmonds,Jeromy Burnitz,Torii Hunter,Jeromy Burnitz,The others are Gold Glove center fielders,
Ray Lankford,Sammy Sosa,Mark McGwire,Barry Bonds,Ray Lankford,The others are NL home run leaders,
Mike Hampton,Mike Piazza,Todd Helton,Terry Pendleton,Terry Pendleton,The others are batting champions,
Brian Jordan,Jeff Bagwell,Lance Berkman,Craig Biggio,Brian Jordan,The others are Houston Astros,
Derek Jeter,Andruw Jones,Jason Giambi,Alex Rodriguez,Andruw Jones,The others are Yankees,
Andruw Jones,Jim Edmonds,Albert Pujols,Scott Rolen,Albert Pujols,The others are Cardinals,
Victor Martinez,Todd Helton,Brad Hawpe,Matt Holliday,Victor Martinez,The others are Rockies,
Jeff Kent,Barry Bonds,Rich Aurilia,Mike Piazza,Mike Piazza,The others are Giants,
Pedro Martinez,Johan Santana,Jon Garland,Mike Hampton,Jon Garland,The others are Cy Young winners,
Tim Hudson,Mark Mulder,Barry Zito,Johan Santana,Johan Santana,The others are A's pitchers,
Tim Salmon,Travis Lee,Vladimir Guerrero,Garret Anderson,Travis Lee,The others are Angels,
Pedro Martinez,Freddy Garcia,Randy Johnson,Curt Schilling,Freddy Garcia,The others are 300-game winners,
Travis Hafner,David Ortiz,Manny Ramirez,Kevin Youkilis,Travis Hafner,The others are Red Sox players,
Joe Randa,Mike Sweeney,Jermaine Dye,Carlos Beltran,Joe Randa,The others are Royals,
Jake Peavy,Scott Linebrink,Adrian Gonzalez,Brian Giles,Scott Linebrink,The others are Padres,
Brendan Looper,Jorge Posada,Andy Pettitte,Mariano Rivera,Brendan Looper,The others are Yankees champs,
Travis Fryman,Mike Napoli,Omar Vizquel,Jim Thome,Mike Napoli,The others are Indians,
Mike Mussina,Tim Wakefield,Jason Giambi,Andy Pettitte,Tim Wakefield,The others are Yankees veterans,
Brandon Webb,Johan Santana,Pedro Martinez,Tom Glavine,Brandon Webb,The others are NL Cy Young winners,
Andruw Jones,Chipper Jones,Jeromy Burnitz,Brian Jordan,Jeromy Burnitz,The others are Braves outfielders,
Michael Bourn,Edgar Renteria,Julio Lugo,Rafael Furcal,Michael Bourn,The others are Braves shortstops,
Todd Helton,Jeromy Burnitz,Matt Holliday,Larry Walker,Jeromy Burnitz,The others are Rockies outfielders,
Freddy Garcia,Jon Garland,Cliff Lee,Mark Buehrle,Cliff Lee,The others are White Sox pitchers,
Travis Lee,Rocco Baldelli,Brandon Inge,Aubrey Huff,Brandon Inge,The others are Devil Rays,
Rafael Palmeiro,Miguel Tejada,Magglio Ordonez,Brian Roberts,Magglio Ordonez,The others are Orioles,
Gavin Floyd,Matt Garza,James Shields,Scott Kazmir,Gavin Floyd,The others are Rays pitchers,
Jermaine Dye,Frank Thomas,Paul Konerko,Richie Sexson,Richie Sexson,The others are White Sox sluggers,
Lance Berkman,Michael Bourn,Pat Burrell,Hunter Pence,Pat Burrell,The others are Astros outfielders,
CC Sabathia,Erik Bedard,Cliff Lee,Jake Westbrook,Erik Bedard,The others are Indians aces,
Albert Pujols,Jim Edmonds,Ichiro Suzuki,Scott Rolen,Ichiro Suzuki,The others are St. Louis Cardinals,
